State,Year,Month,Megawatthours,Temp,Count,price
MO,2007,12,1.45E-06,-0.098814305,5.54E-08,-0.474374142
MO,2008,1,5.79E-07,-0.020983441,8.51E-05,-0.620808538
MO,2008,2,-4.68E-07,9.58E-05,3.53E-08,0.306609306
MO,2008,3,-6.83E-07,0.09738433,-1.08E-06,0.550666633
MO,2008,4,-1.16E-06,0.071440709,-5.21E-07,1.33165008
MO,2008,5,4.76E-08,0.081169567,4.36E-07,3.625788956
MO,2008,6,1.73E-06,0.08846621,-5.43E-07,4.455583869
MO,2008,7,1.31E-06,0.023607157,6.02E-07,0.355420771
MO,2008,8,-2.71E-07,-0.023415656,6.77E-06,-0.327939745
MO,2008,9,-1.65E-06,-0.055845182,-8.97E-06,-4.525725774
MO,2008,10,-8.54E-07,-0.094760614,-3.97E-07,-2.914947414
MO,2008,11,1.27E-07,-0.098814305,-4.99E-07,0.013740513
MO,2008,12,1.78E-06,-0.104489472,-3.62E-07,-1.255357589
MO,2009,1,3.46E-07,-0.028280085,-5.74E-07,0.062551978
MO,2009,2,-1.91E-06,0.085223257,-1.47E-07,1.087592753
MO,2009,3,-2.43E-07,0.064144065,-2.98E-07,1.234027149
MO,2009,4,-6.68E-07,0.054415207,-9.18E-07,-0.230316814
MO,2009,5,9.33E-08,0.082791043,-6.04E-07,3.918657749
MO,2009,6,1.69E-06,0.086033995,-4.99E-07,4.650829731
MO,2009,7,5.05E-07,-0.016119013,-5.08E-07,-0.132693884
MO,2009,8,8.60E-08,-0.003147202,-8.03E-09,-0.132693884
MO,2009,9,-1.48E-06,-0.050170015,-6.53E-07,-4.03761112
MO,2009,10,-6.08E-07,-0.128811617,-6.34E-07,-4.086422585
MO,2009,11,-1.55E-07,-0.010443845,-2.89E-07,-2.475644225
MO,2009,12,2.22E-06,-0.157187452,-4.55E-07,0.208986375
MO,2010,1,9.20E-07,-0.042873372,1.83E-07,-0.620808538
MO,2010,2,-1.16E-06,0.021985681,-1.94E-07,0.208986375
MO,2010,3,-8.20E-07,0.133056809,-7.84E-07,0.648289564
MO,2010,4,-1.19E-06,0.124138689,-3.03E-07,1.185215684
MO,2010,5,5.69E-07,0.030903801,-1.02E-06,5.09013292
MO,2010,6,2.17E-06,0.102248759,-2.45E-07,4.943698524
MO,2010,7,1.32E-06,0.013067561,-3.41E-07,2.307879389
MO,2010,8,1.78E-07,-0.002336464,-2.60E-07,-1.108923193
MO,2010,9,-2.64E-06,-0.084221018,-6.38E-07,-4.916217498
MO,2010,10,-1.32E-06,-0.086653232,-1.03E-06,-3.793553792
MO,2010,11,4.27E-08,-0.097192828,-7.29E-08,-0.767242934
MO,2010,12,2.26E-06,-0.138540474,-5.43E-07,-1.206546123
MO,2011,1,5.84E-07,-0.025037132,-3.75E-07,-0.425562676
MO,2011,2,-1.43E-06,0.051172255,-4.34E-07,0.941158356
MO,2011,3,-6.39E-07,0.094952115,-3.68E-07,0.648289564
MO,2011,4,-1.04E-06,0.093330639,-8.91E-07,0.453043702
MO,2011,5,4.37E-07,0.047118564,-9.90E-07,4.846075593
MO,2011,6,1.82E-06,0.103870235,-3.37E-07,4.309149473
MO,2011,7,2.22E-06,0.054415207,-4.62E-07,2.112633527
MO,2011,8,-5.97E-07,-0.041251895,-3.78E-07,0.25779784
MO,2011,9,-2.61E-06,-0.106921686,-6.72E-07,-6.282938531
MO,2011,10,-1.02E-06,-0.063141826,-8.05E-07,-4.525725774
MO,2011,11,3.41E-08,-0.080978065,-3.83E-07,-1.35298052
MO,2011,12,1.27E-06,-0.082599542,-5.06E-07,-0.523185607
MO,2012,1,2.89E-07,-0.010443845,1.63E-07,0.160174909
MO,2012,2,-8.20E-07,0.027660848,-5.41E-07,0.355420771
MO,2012,3,-5.35E-07,0.146028619,-1.47E-08,0.111363444
MO,2012,4,-6.03E-07,0.005770918,-6.97E-07,0.550666633
MO,2012,5,1.24E-06,0.083601781,-5.20E-07,5.285378782
MO,2012,6,1.28E-06,0.041443397,-3.43E-07,4.846075593
MO,2012,7,2.35E-06,0.069819232,-1.97E-07,0.355420771
MO,2012,8,-1.42E-06,-0.061520349,6.01E-09,-0.132693884
MO,2012,9,-2.19E-06,-0.076113636,-1.00E-06,-5.746012411
MO,2012,10,-8.41E-07,-0.104489472,-8.22E-07,-4.769783102
MO,2012,11,8.76E-08,-0.076113636,-4.40E-07,-1.157734658
MO,2012,12,1.17E-06,-0.05260223,-3.99E-07,0.306609306
MO,2013,1,9.43E-07,-0.042062634,-2.78E-07,0.843535426
MO,2013,2,-1.11E-06,0.003338703,-7.04E-07,1.380461546
MO,2013,3,3.86E-07,0.030093063,2.97E-07,0.25779784
MO,2013,4,-1.28E-06,0.11035614,-3.87E-07,-0.523185607
MO,2013,5,2.20E-07,0.090087686,-8.87E-07,6.505665418
MO,2013,6,1.06E-06,0.076305138,-2.28E-07,5.187755851
MO,2013,7,1.16E-06,0.014689038,-1.75E-07,1.185215684
MO,2013,8,-1.16E-08,-0.004768678,-6.71E-07,-0.8160544
MO,2013,9,-1.10E-06,-0.033144514,-5.38E-07,-6.575807323
MO,2013,10,-1.25E-06,-0.121514973,-6.43E-07,-5.453143618
MO,2013,11,1.17E-07,-0.115839806,-2.96E-07,-0.669620003
MO,2013,12,1.86E-06,-0.094760614,-5.86E-09,-0.718431469
MO,2014,1,9.37E-07,-0.038008943,-7.52E-08,-0.132693884
MO,2014,2,-9.91E-07,0.004149441,-2.87E-07,0.599478098
MO,2014,3,-8.75E-07,0.103870235,-1.61E-07,0.941158356
MO,2014,4,-1.53E-06,0.124949427,-8.18E-07,0.501855167
MO,2014,5,7.55E-07,0.081169567,-5.79E-07,5.334190247
MO,2014,6,1.25E-06,0.06657628,-5.76E-07,4.992509989
MO,2014,7,5.85E-07,-0.010443845,-3.95E-08,0.062551978
MO,2014,8,4.83E-07,0.030903801,-8.20E-07,-0.425562676
MO,2014,9,-1.71E-06,-0.078545851,-3.94E-07,-5.892446807
MO,2014,10,-1.14E-06,-0.076924374,-6.39E-07,-4.379291378
MO,2014,11,7.59E-07,-0.163673357,-1.80E-07,-0.523185607
MO,2014,12,1.03E-06,-0.010443845,-6.08E-08,-1.060111727
MO,2015,1,6.19E-07,-0.046116324,-7.13E-07,0.013740513
MO,2015,2,-4.54E-07,-0.042062634,-7.08E-08,0.648289564
MO,2015,3,-8.01E-07,0.146839357,-2.47E-07,-0.864865865
MO,2015,4,-1.59E-06,0.105491711,-8.45E-07,1.673330338
MO,2015,5,5.82E-07,0.056036684,-4.22E-07,4.797264127
MO,2015,6,1.55E-06,0.075494399,-3.72E-07,6.16398516
MO,2015,7,1.41E-06,0.023607157,-3.53E-07,0.550666633
MO,2015,8,-3.62E-07,-0.033955252,-2.37E-07,-0.523185607
MO,2015,9,-1.22E-06,-0.016119013,-4.33E-07,-5.501955083
MO,2015,10,-1.57E-06,-0.11421833,-8.00E-07,-4.03761112
MS,2007,2,7.71E-08,-0.003147202,-4.32E-07,0.404232236
MS,2007,3,-3.71E-07,0.122517213,-2.25E-07,0.208986375
MS,2007,4,-2.06E-07,-0.00395794,-4.45E-07,1.282838615
MS,2007,5,3.18E-07,0.089276948,-3.40E-07,0.550666633
MS,2007,6,7.63E-07,0.055225945,-2.72E-07,0.648289564
MS,2007,7,6.10E-07,-0.002336464,-5.13E-07,-0.425562676
MS,2007,8,3.61E-07,0.03982192,-2.59E-07,1.038781287
MS,2007,9,-7.97E-08,-0.062331088,-6.40E-07,-1.548226382
MS,2007,10,-9.64E-07,-0.084221018,-3.75E-07,-0.474374142
MS,2007,11,-6.89E-07,-0.093949876,-6.14E-07,-0.620808538
MS,2007,12,1.03E-07,-0.027469347,-3.79E-07,-0.27912828
MS,2008,1,4.66E-07,-0.069627731,5.41E-05,0.648289564
MS,2008,2,-1.91E-07,0.051982993,-3.38E-07,-0.913677331
MS,2008,3,-3.75E-07,0.04874004,-3.39E-07,0.79472396
MS,2008,4,-2.25E-07,0.052793731,-3.38E-07,1.33165008
MS,2008,5,3.43E-07,0.064144065,-7.91E-08,1.234027149
MS,2008,6,9.72E-07,0.064144065,-6.00E-07,1.722141804
MS,2008,7,4.99E-07,0.014689038,-1.57E-07,4.455583869
MS,2008,8,1.16E-07,-0.023415656,-5.04E-07,-0.181505349
MS,2008,9,-7.35E-07,-0.037198205,-6.59E-07,-1.597037847
MS,2008,10,-7.47E-07,-0.094760614,-5.80E-07,-1.499414916
MS,2008,11,-4.55E-07,-0.08746397,-6.50E-07,-0.181505349
MS,2008,12,3.15E-07,-0.031523038,-3.81E-07,-0.230316814
MS,2009,1,2.17E-07,-0.027469347,-8.83E-07,-1.108923193
MS,2009,2,-3.14E-07,0.043064873,-5.28E-07,0.599478098
MS,2009,3,-2.36E-07,0.055225945,-1.95E-07,-1.157734658
MS,2009,4,-3.55E-07,0.040632659,-4.41E-07,-0.132693884
MS,2009,5,4.86E-07,0.071440709,-4.23E-07,0.160174909
MS,2009,6,7.65E-07,0.06657628,-1.67E-07,0.306609306
MS,2009,7,1.11E-06,-0.008011631,-4.55E-07,-1.255357589
MS,2009,8,-2.98E-07,-0.007200893,-4.77E-07,-0.327939745
MS,2009,9,-4.83E-07,-0.025037132,-5.73E-07,-0.083882418
MS,2009,10,-5.43E-07,-0.108543163,-6.38E-07,-0.913677331
MS,2009,11,-7.06E-07,-0.06557404,-5.62E-07,-0.718431469
MS,2009,12,4.83E-07,-0.085842494,-3.66E-07,-0.962488796
MS,2010,1,9.65E-07,-0.031523038,-1.33E-06,-1.499414916
MS,2010,2,-6.31E-07,-0.000714988,-3.81E-07,0.599478098
MS,2010,3,-1.72E-07,0.092519901,-6.94E-08,-0.230316814
MS,2010,4,-5.41E-07,0.102248759,-5.64E-07,1.966199131
MS,2010,5,2.95E-07,0.073872923,-3.21E-07,0.550666633
MS,2010,6,1.14E-06,0.061711851,8.28E-07,0.648289564
MS,2010,7,7.44E-07,0.002527965,2.43E-07,0.941158356
MS,2010,8,1.31E-07,0.007392394,-7.23E-07,0.208986375
MS,2010,9,-4.23E-07,-0.05665592,-7.03E-07,-1.060111727
MS,2010,10,-1.13E-06,-0.098814305,-6.26E-07,-1.987529571
MS,2010,11,-6.85E-07,-0.076924374,-6.30E-07,-0.767242934
MS,2010,12,6.27E-07,-0.110164639,-1.34E-06,0.013740513
MS,2011,1,6.40E-07,-0.002336464,-5.48E-07,0.843535426
MS,2011,2,-4.71E-07,0.060090374,-4.34E-07,0.160174909
MS,2011,3,-6.24E-07,0.063333327,-1.95E-07,0.453043702
MS,2011,4,-7.99E-08,0.073062185,-4.53E-07,-0.523185607
MS,2011,5,2.78E-07,0.027660848,-6.33E-07,0.648289564
MS,2011,6,1.13E-06,0.092519901,-1.20E-08,1.575707407
MS,2011,7,7.01E-07,0.004149441,-4.52E-07,-0.962488796
MS,2011,8,1.04E-07,-0.000714988,-3.75E-07,0.208986375
MS,2011,9,-5.98E-07,-0.086653232,-5.79E-07,-0.864865865
MS,2011,10,-1.17E-06,-0.092328399,-7.02E-07,-1.841095174
MS,2011,11,-5.27E-07,-0.04368411,-6.48E-07,-0.035070953
MS,2011,12,4.58E-07,-0.067195517,-3.54E-07,0.306609306
MS,2012,1,3.40E-07,0.021174943,-7.46E-07,-0.474374142
MS,2012,2,-4.27E-07,0.009824609,-3.54E-07,0.355420771
MS,2012,3,-2.56E-08,0.105491711,-2.37E-07,-0.27912828
MS,2012,4,-1.49E-07,0.001717227,-4.14E-07,-1.548226382
MS,2012,5,4.17E-07,0.067387018,-2.45E-07,0.599478098
MS,2012,6,7.09E-07,0.030093063,-3.73E-07,2.307879389
MS,2012,7,6.86E-07,0.028471586,-3.81E-07,-0.035070953
MS,2012,8,3.92E-08,-0.020983441,-3.83E-07,-0.718431469
MS,2012,9,-5.68E-07,-0.042873372,-8.59E-07,-0.230316814
MS,2012,10,-7.92E-07,-0.101246519,-2.98E-07,-2.231586898
MS,2012,11,-4.33E-07,-0.08341028,-6.32E-07,0.550666633
MS,2012,12,1.82E-07,-0.004768678,-4.09E-07,0.355420771
MS,2013,1,5.17E-07,-0.02179418,-7.97E-07,0.062551978
MS,2013,2,-4.94E-07,-0.002336464,-5.75E-07,0.79472396
MS,2013,3,5.60E-08,0.009824609,-2.28E-07,0.062551978
MS,2013,4,-2.46E-07,0.093330639,-2.73E-07,1.136404218
MS,2013,5,1.14E-07,0.053604469,-3.89E-07,0.160174909
MS,2013,6,8.54E-07,0.07954809,-4.53E-07,2.307879389
MS,2013,7,6.28E-07,-0.002336464,-2.00E-07,-0.571997073
MS,2013,8,9.82E-08,0.00496018,-3.93E-07,-0.132693884
MS,2013,9,-1.86E-07,-0.022604918,-6.11E-07,-0.425562676
MS,2013,10,-7.52E-07,-0.095571352,-5.06E-07,-2.085152502
MS,2013,11,-6.85E-07,-0.117461282,-5.15E-07,0.25779784
MS,2013,12,5.51E-07,-0.037198205,-4.27E-07,0.111363444
MS,2014,1,5.70E-07,-0.068006255,-9.73E-07,0.062551978
MS,2014,2,-6.24E-08,0.061711851,-4.87E-07,1.087592753
MS,2014,3,-7.18E-07,0.041443397,-2.70E-07,0.79472396
MS,2014,4,-4.13E-07,0.08846621,-4.43E-07,-0.571997073
MS,2014,5,1.55E-07,0.064144065,-5.34E-07,-0.035070953
MS,2014,6,7.18E-07,0.061711851,-4.84E-08,2.40550232
MS,2014,7,6.75E-07,-0.010443845,2.73E-07,0.355420771
MS,2014,8,7.39E-08,0.017121252,-3.55E-07,-0.376751211
MS,2014,9,2.68E-08,-0.028280085,-5.64E-07,-0.718431469
MS,2014,10,-9.04E-07,-0.082599542,-5.44E-07,-1.841095174
MS,2014,11,-5.44E-07,-0.14502638,-5.57E-07,-0.474374142
MS,2014,12,1.98E-07,0.009824609,-3.23E-07,0.208986375
MS,2015,1,5.11E-07,-0.053412968,-1.25E-06,0.355420771
MS,2015,2,-3.96E-07,-0.016929751,-3.83E-07,1.917387666
MS,2015,3,1.18E-07,0.126570903,-2.88E-07,-2.768513018
MS,2015,4,-6.87E-07,0.073872923,-3.91E-07,0.306609306
MS,2015,5,1.51E-07,0.041443397,-4.02E-07,0.648289564
MS,2015,6,8.90E-07,0.054415207,-1.66E-07,0.79472396
MS,2015,7,9.69E-07,0.027660848,-3.46E-07,-1.401791985
MS,2015,8,2.31E-07,-0.023415656,-4.15E-07,-0.083882418
MS,2015,9,-7.26E-07,-0.032333776,-5.29E-07,0.745912495
MS,2015,10,-7.98E-07,-0.080978065,-5.91E-07,-2.475644225
MT,2007,2,-2.23E-07,9.58E-05,-4.12E-07,-0.571997073
MT,2007,3,-8.55E-08,0.135489023,-4.16E-07,1.478084476
MT,2007,4,-4.60E-08,0.014689038,-4.44E-07,-1.060111727
MT,2007,5,-7.32E-08,0.089276948,-3.58E-07,0.79472396
MT,2007,6,7.45E-08,0.068197756,-3.59E-07,0.404232236
MT,2007,7,2.26E-07,0.100627282,-4.16E-07,0.453043702
MT,2007,8,6.12E-08,-0.062331088,-3.56E-07,-0.181505349
MT,2007,9,-2.91E-07,-0.089085447,-4.95E-07,-0.327939745
MT,2007,10,-5.11E-10,-0.085842494,-4.51E-07,0.501855167
MT,2007,11,4.80E-08,-0.106921686,-4.60E-07,-2.085152502
MT,2007,12,2.61E-07,-0.082599542,-4.46E-07,1.429273011
MT,2008,1,5.90E-08,-0.029901561,9.71E-06,0.892346891
MT,2008,2,-1.44E-07,0.047929302,-3.74E-07,0.111363444
MT,2008,3,-9.18E-08,0.055225945,-2.58E-07,0.648289564
MT,2008,4,-6.53E-08,0.050361516,-6.04E-07,0.111363444
MT,2008,5,-5.22E-08,0.095762853,-4.38E-07,0.697101029
MT,2008,6,5.50E-09,0.056036684,-3.42E-07,-1.157734658
MT,2008,7,1.60E-07,0.077926614,-2.12E-07,1.380461546
MT,2008,8,5.23E-08,-0.008822369,-9.83E-07,0.697101029
MT,2008,9,-2.10E-07,-0.098814305,-5.34E-07,0.160174909
MT,2008,10,6.34E-09,-0.081788803,-6.00E-07,-2.329209829
MT,2008,11,3.44E-08,-0.06557404,-7.97E-07,-1.304169054
MT,2008,12,2.46E-07,-0.178266644,-2.97E-07,0.25779784
MT,2009,1,1.33E-07,0.056036684,3.80E-08,0.013740513
MT,2009,2,-2.77E-07,0.030903801,-6.28E-07,0.013740513
MT,2009,3,-4.96E-08,0.024417895,-2.90E-07,0.062551978
MT,2009,4,-9.59E-08,0.091709163,-6.44E-07,-1.157734658
MT,2009,5,-1.34E-07,0.085223257,-4.52E-07,0.79472396
MT,2009,6,5.20E-08,0.047929302,-2.54E-07,0.501855167
MT,2009,7,8.97E-08,0.063333327,-4.33E-07,0.013740513
MT,2009,8,4.58E-08,-0.011254584,-4.99E-07,-0.474374142
MT,2009,9,-1.10E-07,-0.023415656,-5.72E-07,0.160174909
MT,2009,10,4.08E-08,-0.198535098,-5.46E-07,0.062551978
MT,2009,11,-1.64E-08,-0.011254584,-6.83E-07,-0.962488796
MT,2009,12,2.78E-07,-0.189616978,-3.35E-07,0.355420771
MT,2010,1,7.18E-08,0.068197756,-5.99E-07,0.013740513
MT,2010,2,-2.43E-07,0.002527965,-4.87E-07,0.062551978
MT,2010,3,-7.82E-08,0.120895736,-2.24E-07,0.453043702
MT,2010,4,-6.36E-08,0.042254135,-7.27E-07,-0.767242934
MT,2010,5,1.60E-08,0.036578968,-4.60E-07,0.306609306
MT,2010,6,-5.16E-08,0.089276948,-4.17E-07,-0.132693884
MT,2010,7,1.01E-07,0.053604469,-2.50E-07,1.429273011
MT,2010,8,8.49E-08,-0.005579416,-3.71E-07,0.843535426
MT,2010,9,-1.21E-07,-0.080167327,-5.85E-07,-0.620808538
MT,2010,10,-6.64E-08,-0.054223706,-6.92E-07,-0.230316814
MT,2010,11,1.33E-07,-0.171780739,-5.90E-07,-0.425562676
MT,2010,12,2.53E-07,-0.063141826,-3.30E-07,-0.620808538
MT,2011,1,6.83E-08,-0.000714988,-5.77E-07,1.185215684
MT,2011,2,-1.68E-07,-0.023415656,-4.90E-07,0.062551978
MT,2011,3,-2.41E-08,0.09738433,-2.42E-07,-0.083882418
MT,2011,4,-1.33E-07,0.072251447,-6.52E-07,-0.718431469
MT,2011,5,-8.12E-08,0.074683661,-4.54E-07,0.843535426
MT,2011,6,-3.61E-08,0.073062185,-4.83E-07,-0.327939745
MT,2011,7,1.59E-07,0.081980305,-3.89E-07,1.429273011
MT,2011,8,6.30E-08,9.58E-05,-3.57E-07,-0.327939745
MT,2011,9,-2.39E-07,-0.070438469,-5.64E-07,1.282838615
MT,2011,10,1.56E-07,-0.102057257,-4.83E-07,-2.96375888
MT,2011,11,1.87E-08,-0.130433093,-6.09E-07,-0.230316814
MT,2011,12,1.96E-07,-0.032333776,-3.87E-07,0.892346891
MT,2012,1,5.10E-08,-0.010443845,-6.24E-07,-0.523185607
MT,2012,2,-5.39E-08,-0.003147202,-3.81E-07,-0.474374142
MT,2012,3,-1.32E-07,0.116031307,-4.60E-07,0.062551978
MT,2012,4,-7.32E-08,0.042254135,-5.09E-07,-0.8160544
MT,2012,5,-1.07E-07,0.036578968,-3.87E-07,0.941158356
MT,2012,6,7.25E-08,0.085223257,-4.87E-07,-0.27912828
MT,2012,7,1.82E-07,0.083601781,-4.10E-07,0.989969822
MT,2012,8,1.12E-07,-0.033955252,-3.47E-07,0.208986375
MT,2012,9,-2.65E-07,-0.070438469,-6.63E-07,-0.571997073
MT,2012,10,-2.69E-08,-0.140972689,-3.08E-07,0.062551978
MT,2012,11,7.50E-08,-0.071249207,-1.71E-07,-0.425562676
MT,2012,12,2.28E-07,-0.089896185,-4.14E-07,0.160174909
MT,2013,1,1.08E-07,9.58E-05,-8.05E-07,-0.132693884
MT,2013,2,-1.58E-07,0.044686349,-5.03E-07,-0.376751211
MT,2013,3,-1.02E-07,0.023607157,-3.99E-07,1.038781287
MT,2013,4,-4.24E-08,0.050361516,-4.92E-07,-0.523185607
MT,2013,5,-9.02E-08,0.120084998,-3.57E-07,0.599478098
MT,2013,6,1.55E-08,0.056036684,-4.98E-07,0.843535426
MT,2013,7,1.67E-07,0.067387018,-3.80E-07,0.404232236
MT,2013,8,1.28E-07,-0.003147202,-4.82E-07,-0.571997073
MT,2013,9,-2.81E-07,-0.070438469,-7.23E-07,-0.718431469
MT,2013,10,6.12E-08,-0.147458594,-1.35E-07,0.25779784
MT,2013,11,9.61E-08,-0.085842494,-9.44E-07,-0.718431469
MT,2013,12,2.18E-07,-0.115029068,-2.62E-07,0.25779784
MT,2014,1,7.52E-08,0.064144065,-3.88E-07,-0.27912828
MT,2014,2,-1.72E-07,-0.080978065,-4.30E-07,-0.425562676
MT,2014,3,-1.17E-09,0.117652784,4.44E-07,0.79472396
MT,2014,4,-1.34E-07,0.092519901,-1.01E-06,-2.231586898
MT,2014,5,-1.01E-07,0.080358828,-3.62E-07,0.501855167
MT,2014,6,-7.56E-09,0.042254135,-2.95E-07,0.404232236
MT,2014,7,1.18E-07,0.08846621,-3.49E-07,1.234027149
MT,2014,8,6.93E-08,-0.024226394,-4.91E-07,0.013740513
MT,2014,9,-1.18E-07,-0.080167327,-4.41E-07,0.111363444
MT,2014,10,-2.16E-08,-0.059898873,-4.76E-07,-0.327939745
MT,2014,11,7.67E-08,-0.18475255,-6.21E-07,-0.376751211
MT,2014,12,2.56E-07,-0.00395794,-4.90E-07,-1.792283709
MT,2015,1,1.07E-07,-0.00395794,-4.84E-07,4.5532068
MT,2015,2,-2.26E-07,0.016310514,-4.78E-07,-3.159004742
MT,2015,3,-1.01E-07,0.100627282,-3.63E-07,1.136404218
MT,2015,4,-3.91E-08,0.025228634,-4.56E-07,-0.718431469
MT,2015,5,-7.72E-08,0.053604469,-3.22E-07,0.745912495
MT,2015,6,1.32E-07,0.113599093,-2.91E-07,0.453043702
MT,2015,7,1.24E-07,0.01793199,-3.93E-07,0.25779784
MT,2015,8,-3.27E-08,-0.00395794,-4.66E-07,-1.157734658
MT,2015,9,-1.49E-07,-0.071249207,-4.20E-07,-0.669620003
MT,2015,10,-3.63E-08,-0.076924374,-4.97E-07,-0.132693884
NC,2007,2,2.38E-07,-0.042873372,-3.78E-08,0.160174909
NC,2007,3,-1.47E-06,0.117652784,4.36E-08,0.404232236
NC,2007,4,-9.58E-07,0.02685011,1.79E-08,-0.718431469
NC,2007,5,8.43E-07,0.069008494,-4.52E-08,0.111363444
NC,2007,6,2.03E-06,0.064144065,1.86E-07,0.648289564
NC,2007,7,1.37E-06,0.012256823,3.84E-08,2.40550232
NC,2007,8,1.96E-06,0.037389706,1.23E-07,-0.27912828
NC,2007,9,-2.21E-06,-0.068006255,-1.26E-08,0.111363444
NC,2007,10,-2.17E-06,-0.058277397,-5.95E-08,-0.864865865
NC,2007,11,-1.27E-06,-0.130433093,-8.72E-08,-1.499414916
NC,2007,12,8.51E-07,-0.017740489,-1.54E-07,0.013740513
NC,2008,1,1.83E-06,-0.061520349,0.000120973,-1.060111727
NC,2008,2,-1.12E-06,0.047929302,1.58E-07,-0.718431469
NC,2008,3,-1.46E-06,0.037389706,-7.04E-08,0.648289564
NC,2008,4,-6.39E-07,0.060901113,2.67E-06,0.111363444
NC,2008,5,7.36E-07,0.047929302,-2.74E-06,0.062551978
NC,2008,6,2.93E-06,0.098195068,7.33E-09,1.33165008
NC,2008,7,1.01E-06,-0.005579416,2.68E-07,2.356690855
NC,2008,8,1.24E-07,-0.010443845,9.55E-08,-0.913677331
NC,2008,9,-1.90E-06,-0.039630419,7.33E-07,-0.132693884
NC,2008,10,-2.24E-06,-0.106921686,-7.22E-07,-0.035070953
NC,2008,11,-1.44E-07,-0.08746397,-1.05E-06,-2.42683276
NC,2008,12,1.09E-06,-0.010443845,6.47E-07,1.722141804
NC,2009,1,1.63E-06,-0.061520349,-8.70E-07,0.550666633
NC,2009,2,-1.56E-06,0.031714539,-2.39E-07,0.697101029
NC,2009,3,-4.65E-07,0.051172255,-5.11E-07,-0.523185607
NC,2009,4,-1.49E-06,0.074683661,-3.69E-07,-0.474374142
NC,2009,5,5.36E-07,0.069819232,-1.57E-07,-0.181505349
NC,2009,6,2.50E-06,0.060090374,-7.84E-09,0.355420771
NC,2009,7,1.70E-06,-0.000714988,-1.21E-06,1.966199131
NC,2009,8,2.53E-07,0.016310514,-3.02E-07,-1.255357589
NC,2009,9,-2.33E-06,-0.064763302,-2.55E-07,0.79472396
NC,2009,10,-1.95E-06,-0.088274709,-3.26E-07,-0.376751211
NC,2009,11,-7.99E-07,-0.051791492,-2.81E-07,-1.548226382
NC,2009,12,2.65E-06,-0.098814305,-1.40E-08,-0.523185607
NC,2010,1,2.71E-06,-0.03476599,-4.09E-06,0.599478098
NC,2010,2,-2.10E-06,0.000906489,-1.50E-07,0.79472396
NC,2010,3,-7.81E-07,0.100627282,-1.29E-07,-0.083882418
NC,2010,4,-2.20E-06,0.094141377,-4.35E-07,-0.571997073
NC,2010,5,8.82E-07,0.065765542,-3.38E-07,-0.181505349
NC,2010,6,3.34E-06,0.073062185,2.19E-06,0.843535426
NC,2010,7,1.89E-06,0.003338703,1.12E-06,2.356690855
NC,2010,8,7.53E-08,-0.008011631,-1.01E-06,-0.474374142
NC,2010,9,-2.16E-06,-0.046116324,-5.75E-07,-0.864865865
NC,2010,10,-3.22E-06,-0.100435781,-3.33E-07,-1.548226382
NC,2010,11,-6.30E-07,-0.089896185,-5.02E-07,-2.280398363
NC,2010,12,3.71E-06,-0.134486784,-2.13E-06,0.550666633
NC,2011,1,1.14E-06,0.019553466,-8.42E-07,0.160174909
NC,2011,2,-3.52E-06,0.075494399,-4.11E-07,0.892346891
NC,2011,3,-4.40E-07,0.038200444,-2.33E-07,-1.255357589
NC,2011,4,-9.63E-07,0.086033995,-3.33E-07,-0.376751211
NC,2011,5,1.17E-06,0.04874004,-7.04E-07,0.013740513
NC,2011,6,2.84E-06,0.074683661,4.52E-07,1.966199131
NC,2011,7,1.70E-06,0.022796419,-9.37E-08,1.33165008
NC,2011,8,-6.86E-08,-0.020172703,-1.79E-07,-0.425562676
NC,2011,9,-3.20E-06,-0.055845182,2.36E-06,0.79472396
NC,2011,10,-2.04E-06,-0.10530021,-3.57E-06,-1.206546123
NC,2011,11,-2.57E-07,-0.048548539,-3.10E-07,-1.841095174
NC,2011,12,1.32E-06,-0.046116324,5.71E-07,0.013740513
NC,2012,1,1.05E-06,-0.02584787,-7.13E-07,1.429273011
NC,2012,2,-1.43E-06,0.013878299,8.65E-08,0.843535426
NC,2012,3,-5.61E-07,0.103059497,2.88E-08,0.208986375
NC,2012,4,-7.97E-07,0.002527965,-2.87E-07,-1.255357589
NC,2012,5,1.95E-06,0.082791043,-6.15E-08,0.062551978
NC,2012,6,1.18E-06,0.020364205,-1.81E-07,1.478084476
NC,2012,7,2.57E-06,0.064144065,-1.08E-07,2.210256458
NC,2012,8,-6.06E-07,-0.040441157,-1.45E-07,-0.767242934
NC,2012,9,-2.50E-06,-0.048548539,-5.43E-07,-0.035070953
NC,2012,10,-1.65E-06,-0.085031756,-3.64E-07,-2.475644225
NC,2012,11,3.02E-07,-0.108543163,-2.87E-07,-1.548226382
NC,2012,12,1.03E-06,0.00901387,-3.43E-07,0.941158356
NC,2013,1,1.09E-06,-0.029901561,-3.84E-07,-0.230316814
NC,2013,2,-1.50E-06,-0.020172703,-7.41E-08,0.355420771
NC,2013,3,6.70E-07,0.016310514,-2.47E-08,-0.571997073
NC,2013,4,-1.97E-06,0.117652784,-6.80E-08,0.25779784
NC,2013,5,5.99E-07,0.050361516,-3.46E-07,-0.767242934
NC,2013,6,1.98E-06,0.073062185,1.37E-08,2.112633527
NC,2013,7,1.94E-06,0.020364205,7.90E-08,1.429273011
NC,2013,8,-5.83E-07,-0.022604918,1.79E-07,0.25779784
