State,Year,Month,Count,Megawatthours
IL,2014,12,7782,535282
IL,2015,1,-764,640779
IL,2015,2,-11597,-779360
IL,2015,3,37307,8708
IL,2015,4,-21129,-1812281
IL,2015,5,-5704,817131
IL,2015,6,6,999340
IL,2015,7,5948,1568441
IL,2015,8,7865,-207711
IL,2015,9,4772,-1132385
IL,2015,10,12070,-1601326
IL,2015,11,6190,-48562
IL,2015,12,775,798659
IL,2016,1,29627,978558
IL,2016,2,4898,-1002857
IL,2016,3,3034,-326924
IL,2016,4,-6518,-644374
IL,2016,5,2109,452354
IL,2016,6,-2428,1960634
IL,2016,7,-1719,1582305
IL,2016,8,9266,372843
IL,2016,9,4302,-2298234
IL,2016,10,7547,-1523961
IL,2016,11,-126,-513442
IL,2016,12,11102,2026440
IL,2017,1,11645,-219365
IL,2017,2,7009,-1778393
IL,2017,3,-4560,550631
IL,2017,4,15112,-1117083
IL,2017,5,29815,663753
IL,2017,6,-41054,1827207
IL,2017,7,797,1434909
IL,2017,8,4506,-1118935
IL,2017,9,3665,-676243
IL,2017,10,6276,-1147435
IN,2007,2,-72,84190
IN,2007,3,-1393,-537799
IN,2007,4,-3871,-525794
IN,2007,5,-2531,300886
IN,2007,6,1107,789718
IN,2007,7,-1086,373337
IN,2007,8,5,958653
IN,2007,9,2728,-1275558
IN,2007,10,-4504,-501463
IN,2007,11,10951,-496031
IN,2007,12,8098,882671
IN,2008,1,788537,509164
IN,2008,2,3685,-330499
IN,2008,3,-6498,-403506
IN,2008,4,-7430,-873181
IN,2008,5,-3591,-133186
IN,2008,6,2878,1009457
IN,2008,7,589,826147
IN,2008,8,-4758,-205260
IN,2008,9,6070,-893415
IN,2008,10,-1366,-577262
IN,2008,11,4104,-159034
IN,2008,12,5035,1106607
IN,2009,1,467,305215
IN,2009,2,-1495,-1031247
IN,2009,3,1495,-448996
IN,2009,4,-8311,-640210
IN,2009,5,-7219,218187
IN,2009,6,6945,704567
IN,2009,7,491,176220
IN,2009,8,-5078,748903
IN,2009,9,10254,-950754
IN,2009,10,-4155,-298271
IN,2009,11,273,-127856
IN,2009,12,12961,1221131
IN,2010,1,3473,647698
IN,2010,2,-7150,-902476
IN,2010,3,17166,-281292
IN,2010,4,-15034,-929355
IN,2010,5,-7262,716340
IN,2010,6,4543,869295
IN,2010,7,1928,1092532
IN,2010,8,-5653,22366
IN,2010,9,3544,-1700838
IN,2010,10,-2230,-621525
IN,2010,11,2821,21349
IN,2010,12,10597,1448193
IN,2011,1,-5096,398569
IN,2011,2,-684,-1146680
IN,2011,3,15716,257304
IN,2011,4,-16584,-1311892
IN,2011,5,-3973,690339
IN,2011,6,4024,662972
IN,2011,7,-3095,1569386
IN,2011,8,-1464,-544115
IN,2011,9,4192,-1554511
IN,2011,10,-2178,-280337
IN,2011,11,3508,-190430
IN,2011,12,9500,855413
IN,2012,1,3903,575874
IN,2012,2,-3858,-883056
IN,2012,3,2161,-171736
IN,2012,4,35,-641447
IN,2012,5,-3111,1082360
IN,2012,6,1855,443521
IN,2012,7,3508,1448921
IN,2012,8,-7423,-877985
IN,2012,9,6469,-1502420
IN,2012,10,-702,-250627
IN,2012,11,3394,108404
IN,2012,12,7152,464319
IN,2013,1,7052,917752
IN,2013,2,-7236,-835212
IN,2013,3,6643,415465
IN,2013,4,-1015,-1195224
IN,2013,5,-3322,463670
IN,2013,6,786,345641
IN,2013,7,3182,794780
IN,2013,8,-4175,115128
IN,2013,9,6471,-1054207
IN,2013,10,2943,-377853
IN,2013,11,1793,-36129
IN,2013,12,11115,1179765
IN,2014,1,2389,831682
IN,2014,2,-2230,-906736
IN,2014,3,-1178,-143753
IN,2014,4,-5130,-1244876
IN,2014,5,-2061,431532
IN,2014,6,848,823353
IN,2014,7,1861,179689
IN,2014,8,-4825,161246
IN,2014,9,8157,-759512
IN,2014,10,210,-509846
IN,2014,11,7173,267539
IN,2014,12,9053,673561
IN,2015,1,3566,636369
IN,2015,2,603,-721709
IN,2015,3,1546,38624
IN,2015,4,-2361,-1474005
IN,2015,5,-9357,723347
IN,2015,6,10160,530132
IN,2015,7,2177,801369
IN,2015,8,-5514,-133142
IN,2015,9,7934,-766883
IN,2015,10,795,-811410
IN,2015,11,1043,-333871
IN,2015,12,11501,742758
IN,2016,1,-7788,853012
IN,2016,2,2421,-378815
IN,2016,3,2262,-562262
IN,2016,4,1151,-770205
IN,2016,5,-2291,392677
IN,2016,6,3294,1003689
IN,2016,7,719,954325
IN,2016,8,-1452,455139
IN,2016,9,6890,-1520513
IN,2016,10,2484,-1012373
IN,2016,11,-2492,-154334
IN,2016,12,10845,1186878
IN,2017,1,-12137,-307260
IN,2017,2,260,-1281017
IN,2017,3,2975,618474
IN,2017,4,-1727,-916878
IN,2017,5,46757,657183
IN,2017,6,-46566,680439
IN,2017,7,-84,867112
IN,2017,8,2160,-359572
IN,2017,9,7549,-887480
IN,2017,10,655,-480908
KS,2007,2,1788,-188038
KS,2007,3,1546,-210465
KS,2007,4,-69346,-25785
KS,2007,5,4947,255755
KS,2007,6,-2184,387612
KS,2007,7,4816,504758
KS,2007,8,-3294,465090
KS,2007,9,-390,-898828
KS,2007,10,-2880,-508869
KS,2007,11,4716,-42182
KS,2007,12,-1317,246998
KS,2008,1,467564,129786
KS,2008,2,6265,-220179
KS,2008,3,736,-167900
KS,2008,4,1433,-118104
KS,2008,5,3859,165152
KS,2008,6,805,658431
KS,2008,7,5344,437324
KS,2008,8,348,-106058
KS,2008,9,-5297,-744437
KS,2008,10,-1717,-337738
KS,2008,11,3613,-59813
KS,2008,12,371,408612
KS,2009,1,-70525,-22885
KS,2009,2,4847,-447823
KS,2009,3,-2842,4028
KS,2009,4,1391,-39195
KS,2009,5,4003,167183
KS,2009,6,-343,689872
KS,2009,7,5103,145393
KS,2009,8,-3725,-3775
KS,2009,9,-3249,-610233
KS,2009,10,-1588,-323905
KS,2009,11,4222,-75411
KS,2009,12,-748,509372
KS,2010,1,-731,302137
KS,2010,2,-2079,-618794
KS,2010,3,4108,-12921
KS,2010,4,654,-236349
KS,2010,5,3601,295981
KS,2010,6,6463,810306
KS,2010,7,10396,385631
KS,2010,8,-5842,138811
KS,2010,9,-4670,-813586
KS,2010,10,-4644,-618113
KS,2010,11,8672,-107059
KS,2010,12,-60540,431096
KS,2011,1,44481,157995
KS,2011,2,6508,-223961
KS,2011,3,-6080,-196129
KS,2011,4,6553,-171167
KS,2011,5,2399,238265
KS,2011,6,1382,787581
KS,2011,7,5357,699616
KS,2011,8,-155,-207316
KS,2011,9,-5168,-919205
KS,2011,10,-2516,-486486
KS,2011,11,1554,-83975
KS,2011,12,1353,366081
KS,2012,1,-3227,30205
KS,2012,2,-261,-307525
KS,2012,3,2037,-32443
KS,2012,4,474,-42569
KS,2012,5,6129,441869
KS,2012,6,-586,531636
KS,2012,7,6248,708985
KS,2012,8,-5220,-477552
KS,2012,9,-2323,-678546
KS,2012,10,-3980,-422537
KS,2012,11,6547,-56099
KS,2012,12,-1096,269525
KS,2013,1,-1950,125523
KS,2013,2,1031,-368999
KS,2013,3,672,144958
KS,2013,4,2906,-273001
KS,2013,5,3365,223428
KS,2013,6,1052,533720
KS,2013,7,5116,421378
KS,2013,8,-520,-53317
KS,2013,9,-3873,-327673
KS,2013,10,-3775,-535666
KS,2013,11,5530,-79879
KS,2013,12,-619,397198
KS,2014,1,-5743,200826
KS,2014,2,2180,-337866
KS,2014,3,-2000,-96863
KS,2014,4,4275,-360538
KS,2014,5,4022,371144
KS,2014,6,-804,471427
KS,2014,7,13350,328215
KS,2014,8,-4902,109358
KS,2014,9,-1460,-524340
KS,2014,10,-2769,-569198
KS,2014,11,5111,25856
KS,2014,12,1302,255029
KS,2015,1,-13516,165713
KS,2015,2,1587,-250335
KS,2015,3,1975,-156171
KS,2015,4,224,-294284
KS,2015,5,5499,236264
KS,2015,6,-426,755539
KS,2015,7,9554,370302
KS,2015,8,-6313,-68319
KS,2015,9,-1835,-344584
KS,2015,10,-2182,-714090
KS,2015,11,1815,-115332
KS,2015,12,1378,245407
KS,2016,1,13506,346801
KS,2016,2,2523,-387358
KS,2016,3,1277,-215078
KS,2016,4,632,-46287
KS,2016,5,5016,263564
KS,2016,6,278,895427
KS,2016,7,7186,327932
KS,2016,8,-4595,-36457
KS,2016,9,-1893,-568089
KS,2016,10,-1704,-577578
KS,2016,11,1679,-149569
KS,2016,12,1881,386678
KS,2017,1,5865,-29243
KS,2017,2,-327,-558135
KS,2017,3,12,137154
KS,2017,4,6867,-74854
KS,2017,5,3121,245118
KS,2017,6,778,525326
KS,2017,7,9201,668818
KS,2017,8,-7065,-361847
KS,2017,9,16,-366619
KS,2017,10,-1876,-442200
KY,2007,2,1066,-112087
KY,2007,3,1544,-429487
KY,2007,4,-1962,-440878
KY,2007,5,1670,283350
KY,2007,6,1533,-21004
KY,2007,7,710,518296
KY,2007,8,2130,736103
KY,2007,9,-365,-428930
KY,2007,10,194,-380865
KY,2007,11,1185,-260662
KY,2007,12,815,674589
KY,2008,1,783206,686083
KY,2008,2,1580,-586380
KY,2008,3,483,-169675
KY,2008,4,-2217,-745044
KY,2008,5,1276,-164304
KY,2008,6,2543,137963
KY,2008,7,702,494438
KY,2008,8,1882,3866
KY,2008,9,92,-2275
KY,2008,10,-1826,-213470
KY,2008,11,2526,-63265
KY,2008,12,-12321,830602
KY,2009,1,-1298,161364
KY,2009,2,1055,-995860
KY,2009,3,2665,-26816
KY,2009,4,-3101,-395992
KY,2009,5,1437,-360042
KY,2009,6,2845,188929
KY,2009,7,-3144,237978
KY,2009,8,4465,274361
KY,2009,9,322,-7911
KY,2009,10,1258,158006
KY,2009,11,808,-550787
KY,2009,12,7110,1305913
KY,2010,1,-4287,465070
KY,2010,2,1213,-384877
KY,2010,3,4331,-485370
KY,2010,4,-4698,-825860
KY,2010,5,-1977,233325
KY,2010,6,5291,305392
KY,2010,7,-921,611641
KY,2010,8,3584,33174
KY,2010,9,-3438,-766314
KY,2010,10,-2416,-611007
KY,2010,11,520,10424
KY,2010,12,-479,1817942
KY,2011,1,1866,48692
KY,2011,2,-6191,-1241123
KY,2011,3,3948,-31918
KY,2011,4,-5350,-725007
KY,2011,5,1212,-241207
KY,2011,6,9380,682655
KY,2011,7,-9883,981886
KY,2011,8,6022,-99806
KY,2011,9,-4875,-816545
KY,2011,10,-1442,-217352
KY,2011,11,-4016,-18439
KY,2011,12,588,593951
KY,2012,1,2841,391764
KY,2012,2,-3331,-556127
KY,2012,3,4707,-167980
KY,2012,4,-1845,-434552
KY,2012,5,-751,531375
KY,2012,6,4216,-129070
KY,2012,7,95,982478
KY,2012,8,2809,-291983
KY,2012,9,-1781,-790333
KY,2012,10,-461,-245227
KY,2012,11,1710,66131
KY,2012,12,-505,477750
KY,2013,1,2419,701767
KY,2013,2,-2282,-731498
KY,2013,3,4387,384071
KY,2013,4,219,-823603
KY,2013,5,1075,-60284
KY,2013,6,-280,180792
KY,2013,7,1525,349515
KY,2013,8,1598,117433
KY,2013,9,-169,-973233
KY,2013,10,1380,-642097
KY,2013,11,1750,14963
KY,2013,12,2026,711867
KY,2014,1,-1357,1068899
KY,2014,2,417,-821591
KY,2014,3,-1216,-337971
KY,2014,4,-1784,-959265
KY,2014,5,671,432478
KY,2014,6,-88,605630
KY,2014,7,2111,234738
KY,2014,8,-3660,77665
KY,2014,9,873,-587829
KY,2014,10,2098,-502886
KY,2014,11,950,313741
KY,2014,12,1993,472186
KY,2015,1,2120,500452
KY,2015,2,-140,-179560
KY,2015,3,1738,-424113
KY,2015,4,-1170,-937245
KY,2015,5,141,428112
KY,2015,6,2436,507469
KY,2015,7,2923,474590
KY,2015,8,980,-165455
KY,2015,9,172,-541483
KY,2015,10,1238,-760291
KY,2015,11,430,-269350
KY,2015,12,2679,396171
KY,2016,1,-1085,1021700
KY,2016,2,2782,-417458
KY,2016,3,173,-575378
KY,2016,4,603,-350854
KY,2016,5,291,164810
KY,2016,6,2010,798806
KY,2016,7,1618,670950
KY,2016,8,2339,315859
KY,2016,9,681,-807848
KY,2016,10,1208,-849919
KY,2016,11,-1474,-208863
KY,2016,12,2169,852283
KY,2017,1,11371,65685
KY,2017,2,665,-929458
KY,2017,3,5568,276955
KY,2017,4,-1724,-506018
KY,2017,5,49496,509409
KY,2017,6,-43706,357855
KY,2017,7,-1351,798188
KY,2017,8,4752,-196097
KY,2017,9,1356,-839076
KY,2017,10,-128,-327498
LA,2007,2,-11687,20357
LA,2007,3,24088,-546619
LA,2007,4,-8919,-57033
LA,2007,5,12792,344855
LA,2007,6,-609,952140
LA,2007,7,-4942,486163
LA,2007,8,8362,427734
LA,2007,9,-1015,-26325
LA,2007,10,6575,-960016
LA,2007,11,2801,-980339
LA,2007,12,-3431,-54306
LA,2008,1,589049,707841
LA,2008,2,-31,-280733
LA,2008,3,2651,-713381
LA,2008,4,3193,134305
LA,2008,5,936,353017
LA,2008,6,8659,1305128
LA,2008,7,3156,386602
LA,2008,8,692,195838
LA,2008,9,-6591,-846662
LA,2008,10,4894,-1273202
LA,2008,11,-4638,-65509
LA,2008,12,2501,200555
LA,2009,1,9605,257332
LA,2009,2,-636,-364755
LA,2009,3,9038,-409200
LA,2009,4,1571,-30567
LA,2009,5,79,615052
LA,2009,6,9169,884242
LA,2009,7,1645,1074738
LA,2009,8,1970,-203604
LA,2009,9,-1063,-359474
LA,2009,10,-263,-624237
LA,2009,11,-2135,-966610
LA,2009,12,2424,296036
LA,2010,1,-8532,1028740
LA,2010,2,829,-620144
LA,2010,3,12464,-361899
LA,2010,4,-4277,-432128
LA,2010,5,421,551471
LA,2010,6,18627,1491145
LA,2010,7,9382,529419
LA,2010,8,-560,119122
LA,2010,9,-2849,-353457
LA,2010,10,41920,-1002127
LA,2010,11,-1581,-912012
LA,2010,12,-8431,291148
LA,2011,1,-37965,645425
LA,2011,2,789,-161139
LA,2011,3,7691,-919806
LA,2011,4,67,142964
LA,2011,5,9317,411728
LA,2011,6,-1139,1213182
LA,2011,7,-149,792681
LA,2011,8,5004,124025
LA,2011,9,-3246,-501525
LA,2011,10,-3242,-1310276
LA,2011,11,-356,-827499
LA,2011,12,1319,390460
LA,2012,1,2154,334242
LA,2012,2,2748,-547960
LA,2012,3,5658,-31770
LA,2012,4,1083,81993
LA,2012,5,4310,409311
LA,2012,6,3899,1207995
LA,2012,7,2034,422490
LA,2012,8,2262,27881
LA,2012,9,-6770,-691676
LA,2012,10,5896,-866932
LA,2012,11,-2662,-542217
LA,2012,12,-1114,24607
LA,2013,1,4547,784119
LA,2013,2,-941,-678966
LA,2013,3,3224,-147565
LA,2013,4,5224,-90062
LA,2013,5,1851,181678
LA,2013,6,2473,1326322
LA,2013,7,3871,531103
LA,2013,8,1927,80684
LA,2013,9,-1797,-21424
LA,2013,10,326,-1022949
LA,2013,11,-2993,-935173
LA,2013,12,3398,565251
LA,2014,1,9987,940477
LA,2014,2,329,-200414
LA,2014,3,4799,-941399
LA,2014,4,1123,-242143
LA,2014,5,2000,292012
LA,2014,6,5909,1043020
LA,2014,7,9852,717224
LA,2014,8,2057,209582
LA,2014,9,39,-241378
LA,2014,10,-337,-940341
LA,2014,11,-2049,-659922
LA,2014,12,2933,96835
LA,2015,1,-6506,668577
LA,2015,2,987,-359959
LA,2015,3,5204,-285116
LA,2015,4,2812,-545186
LA,2015,5,-72,443553
LA,2015,6,8211,1078190
LA,2015,7,1815,934446
LA,2015,8,2180,542743
LA,2015,9,-972,-806408
LA,2015,10,-329,-1217791
LA,2015,11,-2171,-655477
LA,2015,12,3201,100651
LA,2016,1,-15157,609065
LA,2016,2,3907,-388345
LA,2016,3,6080,-489518
LA,2016,4,-538,14431
LA,2016,5,2187,255831
LA,2016,6,6359,1223340
LA,2016,7,322,967952
LA,2016,8,5146,-67331
LA,2016,9,-1256,-352041
LA,2016,10,-1932,-744821
LA,2016,11,-635,-923316
LA,2016,12,1447,-233638
LA,2017,1,9206,498655
LA,2017,2,-6457,-913824
LA,2017,3,16858,21037
LA,2017,4,-5854,401139
LA,2017,5,6770,256737
LA,2017,6,4092,811636
LA,2017,7,1627,683987
LA,2017,8,-5266,94938
LA,2017,9,5370,-391124
LA,2017,10,-1965,-496448
MA,2007,2,-98437,-100956
MA,2007,3,137696,22583
MA,2007,4,-66145,-504262
MA,2007,5,-12671,183478
MA,2007,6,7921,319178
MA,2007,7,2671,453436
MA,2007,8,-2364,264349
MA,2007,9,1089,-728286
MA,2007,10,18,-120896
MA,2007,11,-716,-230666
MA,2007,12,17990,623136
MA,2008,1,334280,-53390
MA,2008,2,35089,-184423
MA,2008,3,15367,-186295
MA,2008,4,-21203,-204814
MA,2008,5,921,-104142
MA,2008,6,30041,278007
MA,2008,7,-21319,806524
MA,2008,8,4970,-347848
MA,2008,9,-4366,-232679
MA,2008,10,12152,-527496
MA,2008,11,-6884,94537
MA,2008,12,-1195,266437
MA,2009,1,-12510,514824
MA,2009,2,23203,-493181
MA,2009,3,903,-131650
MA,2009,4,3528,-341794
MA,2009,5,-16258,1953
MA,2009,6,697,-42986
MA,2009,7,7826,463291
MA,2009,8,-3094,756389
MA,2009,9,-912,-900474
MA,2009,10,31751,-59808
MA,2009,11,-38305,-145372
MA,2009,12,22315,436992
MA,2010,1,951,252185
MA,2010,2,6776,-140799
MA,2010,3,6020,-218883
MA,2010,4,-11493,-490307
MA,2010,5,-10797,312969
MA,2010,6,23749,502094
MA,2010,7,16976,713327
MA,2010,8,-36703,-307522
MA,2010,9,18229,-313565
MA,2010,10,-23612,-548583
MA,2010,11,13915,-58400
MA,2010,12,-8036,447817
MA,2011,1,26374,101771
MA,2011,2,9616,-267620
MA,2011,3,5629,-28230
MA,2011,4,-264,-293837
MA,2011,5,-26371,-258649
MA,2011,6,19893,528389
MA,2011,7,2781,793336
MA,2011,8,-4268,-300246
MA,2011,9,-2085,-312259
MA,2011,10,-405,-461618
MA,2011,11,135880,-136387
MA,2011,12,-144663,377850
MA,2012,1,15002,251123
MA,2012,2,12783,-402622
MA,2012,3,5498,-23798
MA,2012,4,-28592,-273005
MA,2012,5,18916,24073
MA,2012,6,12859,442921
MA,2012,7,-4549,810780
MA,2012,8,-7065,141314
MA,2012,9,2309,-804312
MA,2012,10,-21440,-479543
MA,2012,11,47234,43802
MA,2012,12,-22974,357894
MA,2013,1,1746,246161
MA,2013,2,-10546,-321699
MA,2013,3,15308,-2682
MA,2013,4,1639,-439294
MA,2013,5,-19871,-32434
MA,2013,6,25111,459611
MA,2013,7,-5039,1121693
MA,2013,8,-798,-686334
MA,2013,9,-4333,-307366
MA,2013,10,10800,-511006
MA,2013,11,-25221,16311
MA,2013,12,25500,470528
MA,2014,1,-1651,352170
MA,2014,2,-453,-288892
MA,2014,3,-11642,-72635
MA,2014,4,15850,-551227
MA,2014,5,48517,-54051
MA,2014,6,-63264,309630
MA,2014,7,10373,770487
MA,2014,8,22263,-292334
MA,2014,9,-38412,-179917
MA,2014,10,34139,-453118
MA,2014,11,2913,19813
MA,2014,12,-2584,256397
MA,2015,1,48439,405904
MA,2015,2,14529,-90036
MA,2015,3,4790,-161750
MA,2015,4,-658,-487291
MA,2015,5,1496,-76487
MA,2015,6,18081,337852
MA,2015,7,-17570,623531
MA,2015,8,-338,174215
MA,2015,9,3662,-342644
MA,2015,10,-3154,-630272
MA,2015,11,38154,-223749
MA,2015,12,-28215,296239
MA,2016,1,-94081,353739
MA,2016,2,27083,-330408
MA,2016,3,36737,-34998
MA,2016,4,-52062,-362545
MA,2016,5,37454,-17880
MA,2016,6,-39639,463638
MA,2016,7,31017,697521
MA,2016,8,-23720,460488
MA,2016,9,28752,-699813
MA,2016,10,-36540,-694096
MA,2016,11,35216,-172657
MA,2016,12,-19367,418031
MA,2017,1,22575,128131
MA,2017,2,18157,-363829
MA,2017,3,40610,65095
MA,2017,4,-38968,-298944
MA,2017,5,8100,-109701
MA,2017,6,8859,478848
MA,2017,7,-25184,723204
MA,2017,8,-33978,-289923
MA,2017,9,33406,-306150
MA,2017,10,-16590,243228
MD,2007,2,-3935,231410
MD,2007,3,2895,-589007
MD,2007,4,-3413,-491440
MD,2007,5,1043,127371
MD,2007,6,4114,699272
MD,2007,7,-10242,556241
MD,2007,8,853,299970
MD,2007,9,3494,-980355
MD,2007,10,2883,-448628
MD,2007,11,947,-191737
MD,2007,12,3715,827489
MD,2008,1,259154,106615
MD,2008,2,2231,-309030
MD,2008,3,1985,-317076
MD,2008,4,167,-671568
MD,2008,5,-1391,107145
MD,2008,6,-103,1095059
MD,2008,7,1012,639932
MD,2008,8,82,-510029
MD,2008,9,719,-560312
MD,2008,10,1145,-546479
MD,2008,11,1409,146107
MD,2008,12,2577,719719
MD,2009,1,3076,595276
MD,2009,2,88,-940176
MD,2009,3,1103,-17827
MD,2009,4,-129,-585988
MD,2009,5,1289,65331
MD,2009,6,-88,517092
MD,2009,7,-1230,598094
MD,2009,8,338,402912
MD,2009,9,1376,-1281178
MD,2009,10,1087,-298266
MD,2009,11,2211,-54293
MD,2009,12,2736,1104282
MD,2010,1,4533,480304
MD,2010,2,2015,-638784
MD,2010,3,1043,-433426
MD,2010,4,-814,-598212
MD,2010,5,-1519,426226
MD,2010,6,-196,1043890
MD,2010,7,1186,748280
MD,2010,8,1301,-325767
MD,2010,9,124,-1009863
MD,2010,10,1134,-799901
MD,2010,11,950,19844
MD,2010,12,2934,1356790
MD,2011,1,3375,329572
MD,2011,2,1344,-1092096
MD,2011,3,200,-132562
MD,2011,4,-417,-503420
MD,2011,5,-5142,267566
MD,2011,6,3469,905789
MD,2011,7,-942,966889
MD,2011,8,377,-561381
MD,2011,9,148,-906440
MD,2011,10,510,-666837
MD,2011,11,797,33597
MD,2011,12,1810,583892
MD,2012,1,4001,445956
MD,2012,2,-1943,-526810
MD,2012,3,2282,-353074
MD,2012,4,-945,-339542
MD,2012,5,-1335,388461
MD,2012,6,-751,661152
MD,2012,7,232,1099111
MD,2012,8,4235,-428388
MD,2012,9,1462,-1043726
MD,2012,10,-1091,-592821
MD,2012,11,-1967,219685
MD,2012,12,1,460293
MD,2013,1,3100,612644
MD,2013,2,853,-575790
MD,2013,3,2520,-1809
MD,2013,4,23,-845850
MD,2013,5,-453,362514
MD,2013,6,-2357,687916
MD,2013,7,-435,887091
MD,2013,8,1674,-650561
MD,2013,9,3216,-787360
MD,2013,10,256,-331842
MD,2013,11,1274,194740
MD,2013,12,3965,890001
MD,2014,1,5806,704017
MD,2014,2,1560,-988558
MD,2014,3,940,86943
MD,2014,4,876,-963228
MD,2014,5,775,197829
MD,2014,6,-999,719458
MD,2014,7,-635,474074
MD,2014,8,-915,-394991
MD,2014,9,2387,-591878
MD,2014,10,1905,-511531
MD,2014,11,3092,463044
MD,2014,12,4176,504388
MD,2015,1,-26880,815907
MD,2015,2,24337,-151808
MD,2015,3,10811,-625064
MD,2015,4,5382,-1061189
MD,2015,5,-2521,604770
MD,2015,6,1093,298583
MD,2015,7,3944,818180
MD,2015,8,1364,-229617
MD,2015,9,917,-810993
MD,2015,10,3056,-616851
MD,2015,11,3089,212301
MD,2015,12,11724,155218
MD,2016,1,986,1020489
MD,2016,2,3678,-424557
MD,2016,3,1153,-482269
MD,2016,4,148,-635743
MD,2016,5,641,247359
MD,2016,6,1198,730745
MD,2016,7,1862,1102424
MD,2016,8,4008,136473
MD,2016,9,749,-1171290
MD,2016,10,1997,-886457
MD,2016,11,2684,71754
MD,2016,12,4383,931800
MD,2017,1,3965,26407
MD,2017,2,2151,-785696
MD,2017,3,3959,355077
MD,2017,4,222,-796952
MD,2017,5,7245,239886
MD,2017,6,-4066,894895
MD,2017,7,2049,846037
MD,2017,8,2164,-644306
MD,2017,9,1014,-734889
MD,2017,10,453,-387082
ME,2007,2,75,-92306
ME,2007,3,58982,54969
ME,2007,4,-26873,-109486
ME,2007,5,1577,8484
ME,2007,6,1070,58560
ME,2007,7,4100,42567
ME,2007,8,198,39208
ME,2007,9,-2422,-124482
ME,2007,10,1331,18034
ME,2007,11,-901,-16580
ME,2007,12,976,106246
ME,2008,1,-33519,7143
ME,2008,2,413,-69702
ME,2008,3,172,4040
ME,2008,4,570,-95787
ME,2008,5,437,-830
ME,2008,6,300,10537
ME,2008,7,401,151024
ME,2008,8,412,-41645
ME,2008,9,54,-21937
ME,2008,10,-631,-15449
ME,2008,11,-313,-63380
ME,2008,12,-590,96850
ME,2009,1,665,39188
ME,2009,2,114,-146773
ME,2009,3,182,23554
ME,2009,4,475,-67130
ME,2009,5,194,19729
ME,2009,6,539,-19586
ME,2009,7,394,112410
ME,2009,8,443,58428
ME,2009,9,-79,-102951
ME,2009,10,-647,65650
ME,2009,11,186,-94866
ME,2009,12,280,107405
ME,2010,1,355,13325
ME,2010,2,-111,-118683
ME,2010,3,523,43406
ME,2010,4,906,-85351
ME,2010,5,252,47683
ME,2010,6,914,-24669
ME,2010,7,298,190793
ME,2010,8,416,-14748
ME,2010,9,99,-82379
ME,2010,10,-413,4210
ME,2010,11,-15,-51196
ME,2010,12,146,104365
ME,2011,1,290,-12651
ME,2011,2,95,-114974
ME,2011,3,254,51232
ME,2011,4,285,-53894
ME,2011,5,-503,-3275
ME,2011,6,1259,95141
ME,2011,7,291,38392
ME,2011,8,405,-12987
ME,2011,9,-351,-84654
ME,2011,10,-904,-17256
ME,2011,11,281,-37053
ME,2011,12,-250,96419
ME,2012,1,1174,41591
ME,2012,2,5,-100418
ME,2012,3,429,10810
ME,2012,4,501,-72795
ME,2012,5,240,25121
ME,2012,6,665,193948
ME,2012,7,319,-40635
ME,2012,8,494,26152
ME,2012,9,152,-165877
ME,2012,10,-541,98868
ME,2012,11,-444,-70601
ME,2012,12,339,75427
ME,2013,1,-822,46286
ME,2013,2,36,-116150
ME,2013,3,838,33228
ME,2013,4,-145,-55707
ME,2013,5,523,-1133
ME,2013,6,490,175809
ME,2013,7,1491,-12280
ME,2013,8,-256,-53520
ME,2013,9,115,-99480
ME,2013,10,-447,94320
ME,2013,11,-2142,-48102
ME,2013,12,2342,117357
ME,2014,1,1584,43358
ME,2014,2,160,-147775
ME,2014,3,157,73358
ME,2014,4,366,-104362
ME,2014,5,-2103,-26470
ME,2014,6,3154,11004
ME,2014,7,1795,137396
ME,2014,8,-855,-14572
ME,2014,9,1123,-88067
ME,2014,10,-33,18945
ME,2014,11,-1438,7522
ME,2014,12,208,49802
ME,2015,1,1339,42583
ME,2015,2,263,-64826
ME,2015,3,-1394,-64163
ME,2015,4,691,36449
ME,2015,5,-25298,-134017
ME,2015,6,30298,93746
ME,2015,7,-951,71037
ME,2015,8,-2119,50170
ME,2015,9,2579,-23142
ME,2015,10,-3197,-21778
ME,2015,11,-49005,-182676
ME,2015,12,55641,216904
ME,2016,1,-1594,-57469
ME,2016,2,-28029,-52684
ME,2016,3,30836,55435
ME,2016,4,-29035,-101857
ME,2016,5,30414,-17310
ME,2016,6,-1473,15473
ME,2016,7,-29244,40526
ME,2016,8,31948,146582
ME,2016,9,-3417,-75783
ME,2016,10,-26987,-124214
ME,2016,11,-2212,-30138
ME,2016,12,31099,178134
ME,2017,1,-171,35649
ME,2017,2,-59712,-198249
ME,2017,3,61736,151514
ME,2017,4,-3912,-152453
ME,2017,5,7665,678
ME,2017,6,-672,56015
ME,2017,7,-344,17978
ME,2017,8,866,4440
ME,2017,9,293,27218
ME,2017,10,-402,-46928
MI,2007,2,2710,-669431
MI,2007,3,682,147647
MI,2007,4,-3902,-482558
MI,2007,5,-3387,430200
MI,2007,6,80385,1345972
MI,2007,7,-3811,107676
MI,2007,8,-1954,706661
MI,2007,9,-937,-1690924
MI,2007,10,-809,-14439
MI,2007,11,1983,-178171
MI,2007,12,-79351,176359
MI,2008,1,496305,305297
MI,2008,2,3920,-533468
